,tract_id,mar_19,mar_20,mar_21,20_19,21_20,nor_20_19,nor_21_20
0,36005000200,835,451,493,-384,42,-0.4598802395209581,0.09312638580931264
1,36005000400,3986,1970,2008,-2016,38,-0.5057701956848971,0.019289340101522844
2,36005001600,337,119,81,-218,-38,-0.6468842729970327,-0.31932773109243695
3,36005001900,1555,1369,766,-186,-603,-0.11961414790996784,-0.4404674945215486
4,36005002300,1813,1309,700,-504,-609,-0.277992277992278,-0.46524064171123
5,36005002400,5984,4568,2986,-1416,-1582,-0.23663101604278075,-0.34632224168126097
6,36005002500,69,42,32,-27,-10,-0.391304347826087,-0.23809523809523808
7,36005002701,3618,2785,1472,-833,-1313,-0.23023770038695412,-0.47145421903052065
8,36005003900,46986,29442,63442,-17544,34000,-0.37338781764781,1.1548128523877454
9,36005004001,1192,1037,399,-155,-638,-0.13003355704697986,-0.6152362584378014
10,36005004100,1107,667,507,-440,-160,-0.3974706413730804,-0.239880059970015
11,36005004200,8019,11834,1423,3815,-10411,0.475745105374735,-0.8797532533378402
12,36005004300,1557,986,642,-571,-344,-0.36673089274245346,-0.3488843813387424
13,36005004400,810,552,527,-258,-25,-0.31851851851851853,-0.04528985507246377
14,36005004600,746,691,327,-55,-364,-0.07372654155495978,-0.5267727930535456
15,36005005002,82,77,6,-5,-71,-0.06097560975609756,-0.922077922077922
16,36005005100,7789,3515,1849,-4274,-1666,-0.5487225574528181,-0.4739687055476529
17,36005005200,803,516,502,-287,-14,-0.3574097135740971,-0.027131782945736434
18,36005005600,1606,1056,361,-550,-695,-0.3424657534246575,-0.6581439393939394
19,36005005902,3505,412,164,-3093,-248,-0.882453637660485,-0.6019417475728155
20,36005006100,185,89,22,-96,-67,-0.518918918918919,-0.7528089887640449
21,36005006200,2260,1579,820,-681,-759,-0.3013274336283186,-0.48068397720075995
22,36005006300,16090,8833,6902,-7257,-1931,-0.45102548166563083,-0.21861202309521113
23,36005006500,3497,3210,2754,-287,-456,-0.08207034601086646,-0.14205607476635515
24,36005006700,7571,1486,751,-6085,-735,-0.8037247391361775,-0.4946164199192463
25,36005006800,1613,6227,1199,4614,-5028,2.86050836949783,-0.8074514212301269
26,36005006900,919,732,463,-187,-269,-0.20348204570184983,-0.3674863387978142
27,36005007100,21,19,19,-2,0,-0.09523809523809523,0.0
28,36005007200,2859,2402,1248,-457,-1154,-0.15984610003497726,-0.4804329725228976
29,36005007300,10886,6486,9034,-4400,2548,-0.40418886643395185,0.39284613012642616
30,36005007500,1302,900,606,-402,-294,-0.3087557603686636,-0.32666666666666666
31,36005007600,344,200,97,-144,-103,-0.4186046511627907,-0.515
32,36005007700,1215,811,376,-404,-435,-0.3325102880658436,-0.5363748458692972
33,36005007800,20,30,15,10,-15,0.5,-0.5
34,36005007900,4463,2835,1635,-1628,-1200,-0.3647770557920681,-0.42328042328042326
35,36005008300,567,326,379,-241,53,-0.42504409171075835,0.16257668711656442
36,36005008700,3757,2798,1704,-959,-1094,-0.2552568538727708,-0.3909935668334525
37,36005009000,2426,3458,1951,1032,-1507,0.4253915910964551,-0.435801041064199
38,36005009200,1081,1040,634,-41,-406,-0.037927844588344126,-0.3903846153846154
39,36005009300,2325,2264,1477,-61,-787,-0.026236559139784947,-0.3476148409893993
40,36005009600,424,434,309,10,-125,0.02358490566037736,-0.2880184331797235
41,36005011000,3271,2218,1778,-1053,-440,-0.32191990217059,-0.19837691614066727
42,36005011502,2583,1681,1040,-902,-641,-0.3492063492063492,-0.3813206424747174
43,36005011700,10019,9787,6863,-232,-2924,-0.02315600359317297,-0.2987636660876673
44,36005011800,262,242,397,-20,155,-0.07633587786259542,0.640495867768595
45,36005011900,3860,2787,1990,-1073,-797,-0.277979274611399,-0.28597057768209544
46,36005012300,949,899,485,-50,-414,-0.05268703898840885,-0.46051167964404893
47,36005012500,64,53,12,-11,-41,-0.171875,-0.7735849056603774
48,36005012701,13015,667,200,-12348,-467,-0.9487514406454092,-0.7001499250374813
49,36005012901,1257,718,286,-539,-432,-0.42879872712808276,-0.6016713091922006
50,36005013100,2833,1709,979,-1124,-730,-0.3967525591246029,-0.42715038033937974
51,36005013200,379,257,184,-122,-73,-0.32189973614775724,-0.2840466926070039
52,36005013500,1875,1389,786,-486,-603,-0.2592,-0.43412526997840173
53,36005013800,1679,6714,637,5035,-6077,2.998808814770697,-0.9051236222817992
54,36005014100,3342,2687,1800,-655,-887,-0.1959904248952723,-0.3301079270561965
55,36005014500,71340,59753,88694,-11587,28941,-0.16241940005606953,0.48434388231553227
56,36005014701,958,626,307,-332,-319,-0.3465553235908142,-0.5095846645367412
57,36005014702,2270,1802,984,-468,-818,-0.20616740088105726,-0.45394006659267483
58,36005014900,867,685,350,-182,-335,-0.209919261822376,-0.48905109489051096
59,36005015200,806,564,307,-242,-257,-0.3002481389578164,-0.45567375886524825
60,36005015300,468,396,156,-72,-240,-0.15384615384615385,-0.6060606060606061
61,36005015700,1727,1127,898,-600,-229,-0.3474232773595831,-0.20319432120674358
62,36005015900,13,24,9,11,-15,0.8461538461538461,-0.625
63,36005016100,4852,2947,1758,-1905,-1189,-0.39262159934047813,-0.4034611469290804
64,36005016300,4459,3022,1892,-1437,-1130,-0.32226956716752636,-0.3739245532759762
65,36005016500,2275,1597,1125,-678,-472,-0.298021978021978,-0.29555416405760804
66,36005016600,491,274,291,-217,17,-0.4419551934826884,0.06204379562043796
67,36005016700,210,177,82,-33,-95,-0.15714285714285714,-0.536723163841808
68,36005016900,1804,985,521,-819,-464,-0.4539911308203991,-0.47106598984771575
69,36005017100,613,941,511,328,-430,0.5350734094616639,-0.4569606801275239
70,36005017300,1291,1299,661,8,-638,0.006196746707978312,-0.4911470361816782
71,36005017500,1637,1040,530,-597,-510,-0.36469150885766644,-0.49038461538461536
72,36005017702,372,270,132,-102,-138,-0.27419354838709675,-0.5111111111111111
73,36005017902,1989,1421,679,-568,-742,-0.28557063851181497,-0.5221674876847291
74,36005018102,1848,1379,184,-469,-1195,-0.2537878787878788,-0.8665699782451052
75,36005018301,11,3,4,-8,1,-0.7272727272727273,0.3333333333333333
76,36005018400,1189,1403,1000,214,-403,0.17998317914213624,-0.2872416250890948
77,36005018500,4146,3397,1850,-749,-1547,-0.18065605402797877,-0.45540182513982924
78,36005018900,986,749,385,-237,-364,-0.24036511156186613,-0.48598130841121495
79,36005019300,1596,893,493,-703,-400,-0.44047619047619047,-0.4479283314669653
80,36005019500,2177,1477,1094,-700,-383,-0.3215434083601286,-0.2593094109681787
81,36005019700,1362,895,529,-467,-366,-0.34287812041116006,-0.40893854748603353
82,36005019900,274,249,68,-25,-181,-0.09124087591240876,-0.7269076305220884
83,36005020000,1125,949,617,-176,-332,-0.15644444444444444,-0.3498419388830348
84,36005020100,6402,3623,2125,-2779,-1498,-0.4340830990315526,-0.41346950041402153
85,36005020200,640,670,358,30,-312,0.046875,-0.46567164179104475
86,36005020400,348,312,91,-36,-221,-0.10344827586206896,-0.7083333333333334
87,36005020501,3075,1545,1213,-1530,-332,-0.4975609756097561,-0.21488673139158576
88,36005020502,989,655,365,-334,-290,-0.33771486349848334,-0.44274809160305345
89,36005020601,14,2,3,-12,1,-0.8571428571428571,0.5
90,36005020900,1497,685,366,-812,-319,-0.5424181696726786,-0.4656934306569343
91,36005021001,3467,4777,1134,1310,-3643,0.3778482838188636,-0.7626125183169353
92,36005021002,696,501,117,-195,-384,-0.2801724137931034,-0.7664670658682635
93,36005021100,618,282,140,-336,-142,-0.5436893203883495,-0.5035460992907801
94,36005021302,1347,773,602,-574,-171,-0.4261321455085375,-0.22121604139715395
95,36005021501,1291,1298,630,7,-668,0.005422153369481022,-0.514637904468413
96,36005021502,228,97,75,-131,-22,-0.5745614035087719,-0.2268041237113402
97,36005021601,584,628,310,44,-318,0.07534246575342465,-0.5063694267515924
98,36005021602,2036,1703,803,-333,-900,-0.16355599214145383,-0.5284791544333529
99,36005021800,1409,943,659,-466,-284,-0.3307310149041874,-0.30116648992576883
100,36005021900,2608,1763,955,-845,-808,-0.32400306748466257,-0.45830969937606353
101,36005022000,690,550,354,-140,-196,-0.2028985507246377,-0.3563636363636364
102,36005022200,2804,1802,885,-1002,-917,-0.3573466476462197,-0.5088790233074362
103,36005022403,6279,4187,2957,-2092,-1230,-0.3331740723045071,-0.29376641987102936
104,36005022500,1223,1292,546,69,-746,0.056418642681929684,-0.5773993808049536
105,36005022701,1271,899,458,-372,-441,-0.2926829268292683,-0.4905450500556173
106,36005022702,1585,944,525,-641,-419,-0.40441640378548893,-0.4438559322033898
107,36005022901,2151,1214,538,-937,-676,-0.43561134356113435,-0.556836902800659
108,36005022902,2047,1231,964,-816,-267,-0.39863214460185636,-0.21689683184402925
109,36005023100,343,267,263,-76,-4,-0.22157434402332363,-0.0149812734082397
110,36005023200,11660,15903,2308,4243,-13595,0.36389365351629505,-0.8548701502861096
111,36005023301,79,29,13,-50,-16,-0.6329113924050633,-0.5517241379310345
112,36005023600,1116,726,713,-390,-13,-0.34946236559139787,-0.01790633608815427
113,36005023900,459,319,226,-140,-93,-0.30501089324618735,-0.29153605015673983
114,36005024100,2174,1232,628,-942,-604,-0.43330266789328425,-0.4902597402597403
115,36005024300,792,413,280,-379,-133,-0.47853535353535354,-0.3220338983050847
116,36005024501,1279,729,367,-550,-362,-0.4300234558248632,-0.49657064471879286
117,36005024700,25018,11505,22954,-13513,11449,-0.5401311056039652,0.9951325510647544
118,36005024800,404,438,306,34,-132,0.08415841584158416,-0.3013698630136986
119,36005024900,1878,923,82,-955,-841,-0.5085197018104366,-0.9111592632719393
120,36005025100,16139,4180,2125,-11959,-2055,-0.7410000619617076,-0.4916267942583732
121,36005025600,347,262,253,-85,-9,-0.24495677233429394,-0.03435114503816794
122,36005026400,44,22,24,-22,2,-0.5,0.09090909090909091
123,36005026500,50,48,42,-2,-6,-0.04,-0.125
124,36005026602,1141,684,363,-457,-321,-0.4005258545135846,-0.4692982456140351
125,36005026900,1357,791,528,-566,-263,-0.4170965364775239,-0.3324905183312263
126,36005027300,576,429,346,-147,-83,-0.2552083333333333,-0.19347319347319347
127,36005027401,54,48,87,-6,39,-0.1111111111111111,0.8125
128,36005027402,331,224,246,-107,22,-0.32326283987915405,0.09821428571428571
129,36005027600,8654,6037,5186,-2617,-851,-0.3024035128264386,-0.14096405499420242
130,36005027700,341,300,149,-41,-151,-0.12023460410557185,-0.5033333333333333
131,36005027900,520,426,326,-94,-100,-0.18076923076923077,-0.2347417840375587
132,36005028100,423,265,139,-158,-126,-0.3735224586288416,-0.47547169811320755
133,36005028300,2915,2137,1470,-778,-667,-0.26689536878216125,-0.31211979410388396
134,36005028400,4616,3259,2808,-1357,-451,-0.2939774696707106,-0.13838600797790734
135,36005028500,484,341,250,-143,-91,-0.29545454545454547,-0.2668621700879765
136,36005028800,279,178,139,-101,-39,-0.36200716845878134,-0.21910112359550563
137,36005028900,15424,12818,760,-2606,-12058,-0.16895746887966806,-0.9407083788422531
138,36005029301,751,714,441,-37,-273,-0.0492676431424767,-0.38235294117647056
139,36005029302,1690,765,736,-925,-29,-0.5473372781065089,-0.03790849673202614
140,36005029500,793,522,358,-271,-164,-0.3417402269861286,-0.31417624521072796
141,36005029700,189,252,179,63,-73,0.3333333333333333,-0.2896825396825397
142,36005030000,1590,1001,669,-589,-332,-0.370440251572327,-0.33166833166833165
143,36005030200,3642,2504,1361,-1138,-1143,-0.3124656781987919,-0.4564696485623003
144,36005030701,343,307,251,-36,-56,-0.10495626822157435,-0.18241042345276873
145,36005030900,548,407,355,-141,-52,-0.2572992700729927,-0.12776412776412777
146,36005031000,2294,1592,591,-702,-1001,-0.3060156931124673,-0.6287688442211056
147,36005032600,5727,1761,2506,-3966,745,-0.6925091671031954,0.4230550823395798
148,36005033000,716,478,370,-238,-108,-0.3324022346368715,-0.22594142259414227
149,36005033400,43804,22099,21485,-21705,-614,-0.4955026938179162,-0.0277840626272682
150,36005033500,1596,1036,640,-560,-396,-0.3508771929824561,-0.38223938223938225
151,36005033600,2814,1638,1024,-1176,-614,-0.417910447761194,-0.37484737484737485
152,36005033700,2751,2794,1607,43,-1187,0.015630679752817157,-0.4248389405869721
153,36005034000,45,33,19,-12,-14,-0.26666666666666666,-0.42424242424242425
154,36005034300,63,36,62,-27,26,-0.42857142857142855,0.7222222222222222
155,36005034800,10069,19535,15980,9466,-3555,0.9401132187903466,-0.18198105963654979
156,36005035600,4063,1775,1997,-2288,222,-0.5631306916071868,0.12507042253521128
157,36005035800,616,494,272,-122,-222,-0.19805194805194806,-0.4493927125506073
158,36005036100,41,138,95,97,-43,2.3658536585365852,-0.3115942028985507
159,36005036300,3949,5362,74620,1413,69258,0.35781210433021016,12.91644908616188
160,36005036501,1115,0,0,-1115,0,-1.0,
161,36005036502,1370,1063,662,-307,-401,-0.2240875912408759,-0.37723424270931327
162,36005036700,359,198,83,-161,-115,-0.44846796657381616,-0.5808080808080808
163,36005036901,904,894,284,-10,-610,-0.011061946902654867,-0.6823266219239373
164,36005036902,835,612,411,-223,-201,-0.26706586826347306,-0.3284313725490196
165,36005037100,14078,3952,4931,-10126,979,-0.7192783065776389,0.24772267206477733
166,36005037300,1526,778,546,-748,-232,-0.49017038007863695,-0.2982005141388175
167,36005037400,1087,415,272,-672,-143,-0.6182152713891444,-0.344578313253012
168,36005037504,1623,1373,729,-250,-644,-0.15403573629081946,-0.4690458849235251
169,36005037800,2800,1832,1426,-968,-406,-0.3457142857142857,-0.22161572052401746
170,36005037900,6826,1308,669,-5518,-639,-0.8083797245824788,-0.48853211009174313
171,36005038000,1,0,0,-1,0,-1.0,
172,36005038100,10911,20470,14339,9559,-6131,0.8760883512052058,-0.2995114802149487
173,36005038301,686,278,165,-408,-113,-0.5947521865889213,-0.4064748201438849
174,36005038302,2880,4122,2432,1242,-1690,0.43125,-0.40999514798641434
175,36005038500,1178,977,765,-201,-212,-0.17062818336162988,-0.21699078812691913
176,36005038600,658,476,255,-182,-221,-0.2765957446808511,-0.4642857142857143
177,36005038700,5284,3791,1473,-1493,-2318,-0.28255109765329295,-0.6114481667106304
178,36005038900,389,255,251,-134,-4,-0.3444730077120823,-0.01568627450980392
179,36005039000,19,9,8,-10,-1,-0.5263157894736842,-0.1111111111111111
180,36005039100,827,553,405,-274,-148,-0.3313180169286578,-0.26763110307414106
181,36005039500,1290,807,309,-483,-498,-0.3744186046511628,-0.6171003717472119
182,36005039700,40557,18669,20457,-21888,1788,-0.5396848879354982,0.0957737425678933
183,36005039800,208,158,61,-50,-97,-0.2403846153846154,-0.6139240506329114
184,36005039901,1007,656,406,-351,-250,-0.3485600794438927,-0.38109756097560976
185,36005039902,481,273,0,-208,-273,-0.43243243243243246,-1.0
186,36005040502,309,468,284,159,-184,0.5145631067961165,-0.39316239316239315
187,36005040600,251,173,104,-78,-69,-0.3107569721115538,-0.3988439306358382
188,36005040701,70,119,88,49,-31,0.7,-0.2605042016806723
189,36005040702,141,191,69,50,-122,0.3546099290780142,-0.6387434554973822
190,36005040900,12208,6140,2104,-6068,-4036,-0.4970511140235911,-0.657328990228013
191,36005041100,2518,1363,843,-1155,-520,-0.45869737887212075,-0.3815113719735877
192,36005041300,53,28,20,-25,-8,-0.4716981132075472,-0.2857142857142857
193,36005041400,642,405,249,-237,-156,-0.3691588785046729,-0.3851851851851852
194,36005041500,1121,862,438,-259,-424,-0.2310437109723461,-0.4918793503480278
195,36005041800,58,22,43,-36,21,-0.6206896551724138,0.9545454545454546
196,36005041900,218,115,150,-103,35,-0.4724770642201835,0.30434782608695654
197,36005042000,1010,815,337,-195,-478,-0.19306930693069307,-0.5865030674846625
198,36005042100,2166,1876,1536,-290,-340,-0.13388734995383195,-0.1812366737739872
199,36005042400,385,315,175,-70,-140,-0.18181818181818182,-0.4444444444444444
200,36005042500,5729,4179,2313,-1550,-1866,-0.2705533251876418,-0.44651830581478824
201,36005043100,958,402,400,-556,-2,-0.5803757828810021,-0.004975124378109453
202,36005043500,590,476,526,-114,50,-0.19322033898305085,0.10504201680672269
203,36005043600,123,154,32,31,-122,0.25203252032520324,-0.7922077922077922
204,36005045600,875,490,423,-385,-67,-0.44,-0.13673469387755102
205,36005045800,2521,1651,1044,-870,-607,-0.3451011503371678,-0.3676559660811629
206,36005046000,575,550,410,-25,-140,-0.043478260869565216,-0.2545454545454545
207,36005046201,23884,5623,3509,-18261,-2114,-0.7645704237146207,-0.37595589542948604
208,36005046202,798,391,364,-407,-27,-0.5100250626566416,-0.06905370843989769
209,36005048400,3899,6400,3233,2501,-3167,0.6414465247499359,-0.49484375
210,36005050400,3081,2389,2827,-692,438,-0.2246024018175917,0.18334030975303475
211,36005051600,505,487,466,-18,-21,-0.03564356435643564,-0.043121149897330596
212,36031960498,87,28,30,-59,2,-0.6781609195402298,0.07142857142857142
213,36047000100,1220,694,641,-526,-53,-0.4311475409836066,-0.07636887608069164
214,36047000200,51,25,18,-26,-7,-0.5098039215686274,-0.28
215,36047000301,926,571,489,-355,-82,-0.3833693304535637,-0.1436077057793345
216,36047000501,723,527,368,-196,-159,-0.2710926694329184,-0.301707779886148
217,36047000502,3,24,12,21,-12,7.0,-0.5
218,36047000700,3794,2431,1852,-1363,-579,-0.3592514496573537,-0.23817359111476757
219,36047000900,2851,1432,684,-1419,-748,-0.497720098211154,-0.5223463687150838
220,36047001100,8576,4683,1707,-3893,-2976,-0.45394123134328357,-0.6354900704676489
221,36047001300,16281,9804,5067,-6477,-4737,-0.39782568638290033,-0.4831701346389229
222,36047001500,7131,3137,1636,-3994,-1501,-0.5600897489833123,-0.47848262671342046
223,36047001800,3229,3351,3220,122,-131,0.03778259523072158,-0.03909280811698001
224,36047002100,9090,5104,3335,-3986,-1769,-0.43850385038503853,-0.3465909090909091
225,36047002200,769,648,480,-121,-168,-0.15734720416124837,-0.25925925925925924
226,36047002300,2809,1869,1343,-940,-526,-0.3346386614453542,-0.2814339218833601
227,36047003100,2795,1946,1228,-849,-718,-0.3037567084078712,-0.36896197327852004
228,36047003300,2492,1201,587,-1291,-614,-0.5180577849117175,-0.511240632805995
229,36047003400,1433,1401,1215,-32,-186,-0.022330774598743892,-0.13276231263383298
230,36047003700,862,278,322,-584,44,-0.6774941995359629,0.15827338129496402
231,36047003900,2735,1188,1064,-1547,-124,-0.5656307129798903,-0.10437710437710437
232,36047004300,690,383,239,-307,-144,-0.4449275362318841,-0.37597911227154046
233,36047004500,110,80,108,-30,28,-0.2727272727272727,0.35
234,36047004700,696,533,352,-163,-181,-0.23419540229885058,-0.3395872420262664
235,36047004900,480,283,192,-197,-91,-0.41041666666666665,-0.3215547703180212
236,36047005300,4454,3218,2709,-1236,-509,-0.27750336775931744,-0.1581727781230578
237,36047005601,430,496,541,66,45,0.15348837209302327,0.0907258064516129
238,36047005800,1,0,1,-1,1,-1.0,inf
239,36047005900,908,688,762,-220,74,-0.2422907488986784,0.10755813953488372
240,36047006000,162,84,138,-78,54,-0.48148148148148145,0.6428571428571429
241,36047006300,2692,2229,1965,-463,-264,-0.17199108469539376,-0.11843876177658143
243,36047006500,243,170,119,-73,-51,-0.3004115226337449,-0.3
244,36047006600,173,0,0,-173,0,-1.0,
245,36047006700,325,118,142,-207,24,-0.6369230769230769,0.2033898305084746
246,36047006900,372,253,76,-119,-177,-0.31989247311827956,-0.6996047430830039
247,36047007000,13523,22878,14897,9355,-7981,0.6917843673741034,-0.34885042398811084
248,36047007200,210,230,175,20,-55,0.09523809523809523,-0.2391304347826087
249,36047007400,719,529,262,-190,-267,-0.26425591098748263,-0.504725897920605
250,36047007500,201,188,182,-13,-6,-0.06467661691542288,-0.031914893617021274
251,36047007600,198,127,110,-71,-17,-0.35858585858585856,-0.13385826771653545
252,36047007700,374,281,256,-93,-25,-0.24866310160427807,-0.08896797153024912
253,36047008000,4,1,0,-3,-1,-0.75,-1.0
254,36047008200,866,543,351,-323,-192,-0.3729792147806005,-0.35359116022099446
255,36047008400,1198,821,490,-377,-331,-0.31469115191986646,-0.40316686967113274
256,36047009200,588,322,257,-266,-65,-0.4523809523809524,-0.20186335403726707
257,36047009600,1325,1181,725,-144,-456,-0.10867924528301887,-0.3861134631668078
258,36047010200,76,27,37,-49,10,-0.6447368421052632,0.37037037037037035
259,36047010600,10,4,3,-6,-1,-0.6,-0.25
260,36047011200,133,122,71,-11,-51,-0.08270676691729323,-0.4180327868852459
261,36047011400,359,252,407,-107,155,-0.298050139275766,0.6150793650793651
262,36047011600,1916,6028,9923,4112,3895,2.1461377870563676,0.6461512939615129
263,36047011700,826,719,727,-107,8,-0.12953995157384987,0.011126564673157162
264,36047011900,854,715,732,-139,17,-0.16276346604215455,0.023776223776223775
265,36047012000,1973,1138,1328,-835,190,-0.4232133806386214,0.16695957820738136
266,36047012100,286,241,217,-45,-24,-0.15734265734265734,-0.0995850622406639
267,36047012801,1592,1401,1123,-191,-278,-0.1199748743718593,-0.198429693076374
268,36047012901,141,111,68,-30,-43,-0.2127659574468085,-0.38738738738738737
269,36047012902,56,0,0,-56,0,-1.0,
270,36047013100,38,22,13,-16,-9,-0.42105263157894735,-0.4090909090909091
271,36047013200,2235,1747,1213,-488,-534,-0.21834451901565996,-0.3056668574699485
272,36047013300,318,117,150,-201,33,-0.6320754716981132,0.28205128205128205
273,36047013400,97,84,42,-13,-42,-0.13402061855670103,-0.5
274,36047013500,2998,1943,1485,-1055,-458,-0.35190126751167444,-0.2357179619145651
275,36047013600,191,111,83,-80,-28,-0.418848167539267,-0.25225225225225223
276,36047013700,62,22,28,-40,6,-0.6451612903225806,0.2727272727272727
277,36047013800,42,65,70,23,5,0.5476190476190477,0.07692307692307693
278,36047013900,178,68,0,-110,-68,-0.6179775280898876,-1.0
279,36047014100,536,275,0,-261,-275,-0.4869402985074627,-1.0
280,36047014200,1124,1001,827,-123,-174,-0.1094306049822064,-0.17382617382617382
281,36047014300,611,259,212,-352,-47,-0.5761047463175123,-0.18146718146718147
282,36047014700,1152,649,277,-503,-372,-0.4366319444444444,-0.5731895223420647
283,36047014800,2770,1184,515,-1586,-669,-0.5725631768953069,-0.5650337837837838
284,36047014900,1011,631,461,-380,-170,-0.3758654797230465,-0.2694136291600634
285,36047015000,21,41,13,20,-28,0.9523809523809523,-0.6829268292682927
286,36047015200,2537,1342,1094,-1195,-248,-0.47102877414268823,-0.18479880774962743
287,36047015300,2505,1667,950,-838,-717,-0.3345309381237525,-0.4301139772045591
288,36047015400,2882,5165,3693,2283,-1472,0.7921582234559333,-0.28499515972894485
289,36047015500,171,119,59,-52,-60,-0.30409356725146197,-0.5042016806722689
290,36047015900,7977,9607,842,1630,-8765,0.20433747022690235,-0.9123555740605809
291,36047016000,495,461,481,-34,20,-0.06868686868686869,0.04338394793926247
292,36047016200,563,470,334,-93,-136,-0.16518650088809947,-0.28936170212765955
294,36047016400,1074,840,854,-234,14,-0.21787709497206703,0.016666666666666666
295,36047016700,4,2,0,-2,-2,-0.5,-1.0
296,36047016900,263,214,153,-49,-61,-0.18631178707224336,-0.2850467289719626
297,36047017000,11,21,12,10,-9,0.9090909090909091,-0.42857142857142855
298,36047017400,876,955,678,79,-277,0.09018264840182648,-0.2900523560209424
299,36047017700,28638,31354,28454,2716,-2900,0.0948390250715832,-0.09249218600497544
300,36047017900,652,452,334,-200,-118,-0.3067484662576687,-0.2610619469026549
301,36047019100,3280,7723,21958,4443,14235,1.3545731707317072,1.8431956493590573
302,36047019300,1601,1493,481,-108,-1012,-0.06745783885071831,-0.6778298727394507
303,36047019500,132,80,40,-52,-40,-0.3939393939393939,-0.5
304,36047019700,1185,781,607,-404,-174,-0.3409282700421941,-0.22279129321382843
306,36047020700,112,73,70,-39,-3,-0.3482142857142857,-0.0410958904109589
307,36047021000,10,6,3,-4,-3,-0.4,-0.5
308,36047021100,2766,1645,1117,-1121,-528,-0.40527838033261027,-0.3209726443768997
309,36047021300,1767,968,477,-799,-491,-0.45217883418222976,-0.5072314049586777
310,36047021400,16,7,8,-9,1,-0.5625,0.14285714285714285
311,36047021500,226,174,139,-52,-35,-0.23008849557522124,-0.20114942528735633
312,36047021700,60,0,0,-60,0,-1.0,
313,36047021900,22,22,11,0,-11,0.0,-0.5
314,36047022000,149,102,77,-47,-25,-0.31543624161073824,-0.24509803921568626
315,36047022100,792,400,306,-392,-94,-0.494949494949495,-0.235
316,36047022200,2,4,2,2,-2,1.0,-0.5
317,36047022600,11,35,39,24,4,2.1818181818181817,0.11428571428571428
318,36047022700,631,571,280,-60,-291,-0.09508716323296355,-0.5096322241681261
319,36047023200,467,174,143,-293,-31,-0.6274089935760171,-0.1781609195402299
320,36047023300,110,224,163,114,-61,1.0363636363636364,-0.27232142857142855
321,36047023400,168,144,111,-24,-33,-0.14285714285714285,-0.22916666666666666
322,36047023600,431,300,235,-131,-65,-0.3039443155452436,-0.21666666666666667
323,36047024100,390,234,84,-156,-150,-0.4,-0.6410256410256411
324,36047024200,146,158,110,12,-48,0.0821917808219178,-0.3037974683544304
325,36047024300,291,151,225,-140,74,-0.48109965635738833,0.4900662251655629
326,36047024400,8,12,12,4,0,0.5,0.0
327,36047024500,682,510,297,-172,-213,-0.25219941348973607,-0.4176470588235294
329,36047024800,639,505,444,-134,-61,-0.20970266040688576,-0.12079207920792079
330,36047024900,911,488,66,-423,-422,-0.4643249176728869,-0.8647540983606558
331,36047025000,1636,1250,741,-386,-509,-0.23594132029339854,-0.4072
332,36047025300,508,254,169,-254,-85,-0.5,-0.3346456692913386
333,36047025400,1,1,0,0,-1,0.0,-1.0
334,36047025600,135,413,317,278,-96,2.0592592592592593,-0.2324455205811138
335,36047025700,1814,828,362,-986,-466,-0.5435501653803748,-0.5628019323671497
336,36047025901,447,173,204,-274,31,-0.6129753914988815,0.1791907514450867
