,raw_visit_counts,raw_visit_counts,raw_visit_counts
36061004400,18250.0,12650.0,9516.0
36061004500,37051.0,13162.0,8525.0
36061004700,34893.0,12945.0,13352.0
36061004800,34642.0,18855.0,12453.0
36061004900,48410.0,15794.0,13283.0
36061005000,68972.0,28566.0,11934.0
36061005200,80705.0,49165.0,21740.0
36061005400,58472.0,21031.0,15878.0
36061005501,30903.0,16052.0,8080.0
36061005502,32009.0,12214.0,8998.0
36061005600,61794.0,24960.0,11120.0
36061005700,35770.0,13623.0,6619.0
36061005800,86333.0,31405.0,19635.0
36061005900,22575.0,10484.0,5895.0
36061006000,6223.0,3094.0,2475.0
36061006100,57721.0,22270.0,14240.0
36061006200,63569.0,49247.0,32425.0
36061006300,40418.0,18125.0,11900.0
36061006400,32863.0,18727.0,11131.0
36061006500,62873.0,74725.0,27192.0
36061006600,36827.0,17247.0,16220.0
36061006700,31845.0,12457.0,9229.0
36061006800,60896.0,27392.0,11746.0
36061006900,15953.0,7233.0,5955.0
36061007000,51482.0,13314.0,9058.0
36061007100,29628.0,11831.0,8611.0
36061007200,43817.0,19640.0,14153.0
36061007300,29525.0,9716.0,7351.0
36061007400,92211.0,36530.0,22216.0
36061007500,28311.0,13228.0,12647.0
36061007600,125626.0,45058.0,23142.0
36061007700,39749.0,14763.0,13191.0
36061007800,27030.0,13693.0,11740.0
36061007900,49606.0,15695.0,10383.0
36061008000,64433.0,28006.0,12465.0
36061008100,57180.0,24739.0,13984.0
36061008200,73015.0,29242.0,12083.0
36061008300,90061.0,25003.0,10972.0
36061008400,100062.0,38933.0,21955.0
36061008601,9528.0,7395.0,5439.0
36061008602,8722.0,3765.0,602.0
36061008603,8410.0,5237.0,4158.0
36061008700,33451.0,11731.0,7560.0
36061008800,47840.0,20074.0,11314.0
36061008900,25967.0,10890.0,5971.0
36061009000,59295.0,24949.0,12336.0
36061009100,60605.0,22871.0,12024.0
36061009200,192105.0,69842.0,23209.0
36061009300,22377.0,10024.0,7297.0
36061009400,109201.0,35699.0,23551.0
36061009500,70039.0,29384.0,13160.0
36061009600,130310.0,49692.0,32428.0
36061009700,21852.0,75893.0,10011.0
36061009800,57364.0,22433.0,14226.0
36061009900,174380.0,71231.0,61328.0
36061010000,98265.0,41574.0,18948.0
36061010100,270585.0,101787.0,41139.0
36061010200,91173.0,34990.0,15659.0
36061010300,63123.0,31561.0,20043.0
36061010400,167605.0,58090.0,22913.0
36061010601,26718.0,17070.0,10811.0
36061010602,16292.0,8848.0,6869.0
36061010800,53514.0,25432.0,14177.0
36061010900,147851.0,51919.0,30857.0
36061011000,36466.0,16568.0,11601.0
36061011100,74217.0,32034.0,17645.0
36061011201,53285.0,19854.0,8469.0
36061011202,46931.0,17718.0,9214.0
36061011203,33470.0,13750.0,7713.0
36061011300,218601.0,81931.0,35226.0
36061011401,39057.0,14011.0,9814.0
36061011402,33103.0,15329.0,11133.0
36061011500,124230.0,53169.0,26281.0
36061011600,124897.0,81457.0,61988.0
36061011700,22843.0,10820.0,8790.0
36061011800,48556.0,42548.0,41376.0
36061011900,233597.0,81706.0,22449.0
36061012000,46853.0,22018.0,9265.0
36061012100,76278.0,39312.0,13001.0
36061012200,20384.0,10480.0,8097.0
36061012400,37323.0,23874.0,18281.0
36061012500,223824.0,76016.0,24186.0
36061012600,50264.0,19692.0,12794.0
36061012700,68857.0,30614.0,9977.0
36061012800,25988.0,15430.0,11665.0
36061012900,57317.0,28285.0,17574.0
36061013000,21905.0,11529.0,9033.0
36061013100,155009.0,59588.0,16337.0
36061013200,24298.0,17756.0,12243.0
36061013300,49591.0,17813.0,9517.0
36061013400,32124.0,17598.0,11760.0
36061013500,50643.0,24528.0,13321.0
36061013600,28797.0,14801.0,13631.0
36061013700,176783.0,69194.0,30040.0
36061013800,45707.0,14446.0,11593.0
36061013900,57438.0,23354.0,12772.0
36061014000,29119.0,15728.0,13227.0
36061014200,28186.0,14176.0,12440.0
36061014300,193996.0,266173.0,89032.0
36061014401,7376.0,4463.0,3493.0
36061014402,12403.0,7726.0,6246.0
36061014500,83728.0,38602.0,22752.0
36061014601,19011.0,9809.0,6809.0
36061014602,25223.0,12565.0,7904.0
36061014700,16798.0,8581.0,2728.0
36061014801,22329.0,9993.0,6758.0
36061014802,36725.0,22702.0,15849.0
36061014900,47813.0,18401.0,9233.0
36061015001,9734.0,4847.0,3668.0
36061015002,16266.0,8294.0,6305.0
36061015100,38858.0,22245.0,14211.0
36061015200,22575.0,13734.0,11358.0
36061015300,43331.0,18934.0,12236.0
36061015400,62981.0,74971.0,35400.0
36061015500,14391.0,10884.0,6939.0
36061015601,13958.0,8528.0,5397.0
36061015602,13601.0,11281.0,4350.0
36061015700,30401.0,14473.0,12376.0
36061015801,14023.0,8673.0,5072.0
36061015802,9563.0,4880.0,2889.0
36061015900,30598.0,15901.0,9258.0
36061016001,13645.0,7474.0,5248.0
36061016002,12178.0,7231.0,5764.0
36061016100,18745.0,8564.0,6225.0
36061016200,14768.0,11098.0,5578.0
36061016300,29101.0,12581.0,7332.0
36061016400,14272.0,9643.0,5523.0
36061016500,62258.0,27538.0,27044.0
36061016600,22724.0,13815.0,7579.0
36061016700,21328.0,10664.0,7350.0
36061016800,48371.0,31824.0,21461.0
36061016900,20922.0,11306.0,8299.0
36061017000,29510.0,16094.0,8981.0
36061017100,26189.0,10160.0,8259.0
36061017200,39503.0,18431.0,13711.0
36061017300,21880.0,12589.0,8829.0
36061017401,11379.0,7698.0,3564.0
36061017402,4154.0,2550.0,1425.0
36061017500,19017.0,9770.0,7141.0
36061017700,22345.0,14955.0,9148.0
36061017800,25379.0,24738.0,12792.0
36061017900,21193.0,11047.0,8116.0
36061018000,13212.0,8289.0,6001.0
36061018100,21178.0,11465.0,9143.0
36061018200,24750.0,15102.0,8897.0
36061018300,30447.0,15248.0,9440.0
36061018400,17105.0,12027.0,6111.0
36061018500,14663.0,9698.0,6567.0
36061018600,7369.0,10743.0,44046.0
36061018700,17899.0,8625.0,5399.0
36061018800,19105.0,11147.0,7441.0
36061018900,23058.0,12940.0,7553.0
36061019000,15852.0,10127.0,4698.0
36061019100,16142.0,10928.0,5600.0
36061019200,9513.0,6473.0,3692.0
36061019300,32207.0,9642.0,5241.0
36061019400,19392.0,11811.0,6806.0
36061019500,41038.0,31155.0,9598.0
36061019600,39760.0,24634.0,11061.0
36061019701,5757.0,3945.0,2347.0
36061019702,5173.0,2868.0,1838.0
36061019800,16886.0,9358.0,6529.0
36061019900,22543.0,12968.0,7574.0
36061020000,18482.0,12127.0,5876.0
36061020101,10491.0,5280.0,2675.0
36061020102,6901.0,4557.0,2116.0
36061020300,33624.0,15910.0,5566.0
36061020500,24734.0,10176.0,4065.0
36061020600,12149.0,6927.0,3875.0
36061020701,4621.0,2937.0,1317.0
36061020800,22320.0,8382.0,7586.0
36061020901,25904.0,11949.0,5184.0
36061021000,5750.0,4407.0,2710.0
36061021100,19739.0,11598.0,7293.0
36061021200,25163.0,18118.0,11359.0
36061021303,13610.0,8006.0,4017.0
36061021400,6766.0,4778.0,2278.0
36061021500,9339.0,6946.0,3406.0
36061021600,29275.0,12091.0,6408.0
36061021703,23984.0,12586.0,2567.0
36061021800,32683.0,24292.0,8833.0
36061021900,23987.0,17296.0,9784.0
36061022000,15278.0,10219.0,4065.0
36061022102,7829.0,5202.0,2555.0
36061022200,49634.0,26978.0,13680.0
36061022301,20469.0,11198.0,7373.0
36061022302,5322.0,3277.0,1494.0
36061022400,17114.0,11337.0,5533.0
36061022500,20121.0,18005.0,10051.0
36061022600,14041.0,9879.0,4990.0
36061022700,15009.0,7367.0,3974.0
36061022800,23214.0,15207.0,6791.0
36061022900,24914.0,12171.0,8144.0
36061023000,20456.0,15708.0,8595.0
36061023100,13911.0,8339.0,3534.0
36061023200,24017.0,18455.0,9581.0
36061023300,16767.0,6798.0,4600.0
36061023400,6854.0,5635.0,3405.0
36061023501,10782.0,6005.0,3436.0
36061023502,7707.0,3696.0,2507.0
36061023600,29088.0,16019.0,21187.0
36061023700,14352.0,8164.0,4070.0
36061023801,12050.0,30792.0,19687.0
36061023802,5343.0,5404.0,3527.0
36061023900,6998.0,4371.0,2524.0
36061024000,12111.0,9115.0,7878.0
36061024100,15610.0,7828.0,5254.0
36061024200,17274.0,12521.0,7138.0
36061024301,7717.0,3885.0,2388.0
36061024302,14677.0,9458.0,4645.0
36061024500,39572.0,19762.0,12103.0
36061024700,12664.0,12282.0,4236.0
36061024900,5649.0,3193.0,1508.0
36061025100,49939.0,21988.0,14998.0
36061025300,22836.0,11512.0,9191.0
36061025500,29130.0,16883.0,11542.0
36061025700,30270.0,16217.0,7592.0
36061025900,13774.0,8613.0,4458.0
36061026100,31037.0,11914.0,11072.0
36061026300,25051.0,12998.0,9067.0
36061026500,23413.0,11174.0,7644.0
36061026700,4289.0,1596.0,1550.0
36061026900,27752.0,12915.0,8265.0
36061027100,25447.0,12396.0,8686.0
36061027300,14184.0,15530.0,12289.0
36061027500,1363.0,749.0,479.0
36061027700,12441.0,6402.0,3909.0
36061027900,20323.0,9579.0,7399.0
36061028100,1947.0,1028.0,711.0
36061028300,15708.0,7042.0,4715.0
36061028500,15819.0,11775.0,7346.0
36061028700,17275.0,7518.0,7831.0
36061029100,22559.0,12053.0,8925.0
36061029300,26050.0,11938.0,9997.0
36061029500,11046.0,6180.0,4126.0
36061029700,8000.0,5626.0,4283.0
36061029900,19168.0,12975.0,9837.0
36061030300,15044.0,12215.0,7053.0
36061030700,4965.0,2568.0,1984.0
36061030900,10883.0,10588.0,6377.0
36061031100,7437.0,4752.0,3923.0
36061031703,83713.0,40467.0,12802.0
36061031704,24316.0,12848.0,7942.0
36061031900,9495.0,2858.0,1057.0
36065025003,1.0,0.0,0.0
36081000100,1577.0,1180.0,1005.0
36081000700,1684.0,1112.0,763.0
36081001900,3204.0,1444.0,705.0
36081002000,173.0,192.0,79.0
36081002400,693.0,430.0,197.0
36081003100,6.0,0.0,1.0
36081003200,458.0,233.0,229.0
36081003300,2206.0,4778.0,2224.0
36081003700,582.0,465.0,459.0
36081003800,5157.0,2114.0,2433.0
36081003900,329.0,259.0,142.0
36081004001,2.0,2.0,0.0
36081004200,1024.0,967.0,361.0
36081004300,2219.0,1685.0,1127.0
36081004401,396.0,353.0,187.0
36081004500,36.0,35.0,104.0
36081004700,73.0,126.0,93.0
36081005500,1.0,1.0,1.0
36081005700,522.0,309.0,233.0
36081005800,2169.0,1535.0,1229.0
36081006202,2013.0,1344.0,944.0
36081006300,8.0,5.0,1.0
36081006501,182.0,104.0,135.0
36081007100,315.0,319.0,241.0
36081007700,194.0,202.0,79.0
36081008300,1402.0,1611.0,780.0
36081008500,0.0,0.0,1.0
36081008600,216.0,115.0,114.0
36081008700,1686.0,1079.0,770.0
36081008800,612.0,534.0,232.0
36081009100,69.0,57.0,12.0
36081009400,75.0,75.0,26.0
36081009500,2362.0,2069.0,1623.0
36081009600,501.0,300.0,190.0
36081009800,131.0,89.0,62.0
36081010000,149.0,113.0,71.0
36081010701,721.0,570.0,736.0
36081010800,1032.0,432.0,314.0
36081011100,196.0,65.0,79.0
36081011200,1137.0,887.0,1464.0
36081011500,929.0,525.0,231.0
36081011600,646.0,387.0,235.0
36081011900,408.0,196.0,206.0
36081012200,297.0,89.0,126.0
36081012301,2309.0,2182.0,1884.0
36081012500,780.0,513.0,341.0
36081012800,680.0,418.0,215.0
36081013600,216.0,79.0,83.0
36081015100,3528.0,6891.0,3844.0
36081015500,329.0,279.0,207.0
36081015600,377.0,240.0,270.0
36081015801,1596.0,1235.0,902.0
36081015802,35.0,50.0,28.0
36081016900,743.0,351.0,474.0
36081017100,601.0,543.0,556.0
36081017200,832.0,874.0,627.0
36081017600,849.0,645.0,487.0
36081018101,81.0,61.0,34.0
36081018102,672.0,477.0,318.0
36081018200,763.0,2581.0,1005.0
36081018402,727.0,726.0,515.0
36081018501,104.0,71.0,52.0
36081018700,298.0,264.0,0.0
36081018800,1354.0,950.0,1201.0
36081018900,686.0,486.0,248.0
36081019900,30.0,19.0,17.0
36081020200,1022.0,725.0,318.0
36081020600,1018.0,966.0,561.0
36081020800,1640.0,1164.0,793.0
36081021200,855.0,522.0,433.0
36081021400,465.0,402.0,292.0
36081021600,1397.0,937.0,637.0
36081022001,8934.0,6132.0,3996.0
36081023200,2956.0,1901.0,667.0
36081024000,2908.0,7470.0,4644.0
36081024300,471.0,367.0,323.0
36081024500,777.0,802.0,561.0
36081024700,375.0,175.0,83.0
36081025100,10267.0,11413.0,1507.0
36081025301,664.0,377.0,299.0
36081025302,632.0,493.0,307.0
36081025400,1519.0,1253.0,523.0
36081026000,1356.0,877.0,654.0
36081026300,1919.0,1354.0,895.0
36081026700,3801.0,3030.0,2571.0
36081026901,379.0,443.0,121.0
36081026902,44.0,136.0,18.0
36081027300,1234.0,864.0,535.0
36081027500,489.0,256.0,0.0
36081027900,5870.0,3367.0,2321.0
36081028300,97.0,31.0,46.0
36081028700,3061.0,2414.0,2091.0
36081028800,248.0,176.0,125.0
36081028900,50.0,44.0,4.0
36081029100,1485.0,1347.0,675.0
36081029300,632.0,740.0,405.0
36081029400,427.0,346.0,81.0
36081029700,360.0,486.0,295.0
36081029900,613.0,367.0,336.0
36081030600,6520.0,3596.0,2995.0
36081030904,1448.0,3028.0,1649.0
36081031700,440.0,338.0,434.0
36081032000,3981.0,5473.0,6044.0
36081032800,771.0,566.0,774.0
36081033100,164738.0,79357.0,38799.0
36081033401,731.0,952.0,625.0
36081033402,9566.0,14425.0,1081.0
36081033900,929.0,687.0,435.0
36081034700,1225.0,812.0,342.0
36081035700,2505.0,1797.0,984.0
36081036100,50.0,10.0,9.0
36081036300,498.0,326.0,290.0
36081036500,1088.0,693.0,425.0
36081037500,1198.0,1078.0,812.0
36081037600,83.0,27.0,0.0
36081038100,921.0,576.0,471.0
36081038302,62939.0,37187.0,31093.0
36081040200,447.0,301.0,224.0
36081040400,2187.0,1658.0,658.0
36081040500,15452.0,10020.0,835.0
36081041500,1026.0,648.0,518.0
36081042600,1492.0,1259.0,1227.0
36081043200,676.0,644.0,322.0
36081043400,1419.0,651.0,406.0
36081043900,682.0,370.0,198.0
36081044000,1474.0,1076.0,762.0
36081044301,1539.0,1546.0,661.0
36081044302,3213.0,2212.0,1108.0
36081044601,2126.0,1133.0,695.0
36081045600,953.0,883.0,391.0
36081046000,59.0,118.0,24.0
36081046200,698.0,672.0,299.0
36081046600,1218.0,1018.0,984.0
36081047500,2566.0,1518.0,1213.0
36081047900,331.0,202.0,139.0
36081048100,651.0,264.0,585.0
36081048200,994.0,831.0,358.0
36081048300,1986.0,1549.0,1089.0
36081049302,783.0,581.0,391.0
36081049900,2312.0,1533.0,1242.0
36081050400,538.0,168.0,200.0
36081050800,961.0,522.0,241.0
36081051100,1018.0,1029.0,1085.0
36081051200,1151.0,993.0,387.0
36081051300,1294.0,752.0,338.0
36081051700,716.0,2828.0,2788.0
36081052100,509.0,352.0,402.0
36081052200,669.0,418.0,402.0
36081053100,5.0,9.0,7.0
36081053401,1125.0,711.0,272.0
36081053500,311.0,211.0,121.0
36081053800,3490.0,806.0,402.0
36081053900,1650.0,915.0,603.0
36081054200,1078.0,1673.0,577.0
36081054900,361.0,476.0,384.0
36081055300,1187.0,646.0,466.0
36081055500,31.0,12.0,118.0
36081055700,644.0,401.0,535.0
36081056100,129.0,119.0,69.0
36081056800,839.0,666.0,438.0
36081057700,418.0,380.0,367.0
36081058000,529.0,972.0,254.0
36081058200,6113.0,8612.0,4599.0
36081058700,484.0,556.0,274.0
36081058900,1416.0,1347.0,672.0
36081059800,606.0,298.0,266.0
36081059900,968.0,464.0,328.0
36081061000,461.0,507.0,352.0
36081061301,864.0,633.0,785.0
36081061400,4552.0,2921.0,2041.0
36081062500,454.0,489.0,387.0
36081062900,1273.0,2464.0,725.0
36081063301,762.0,725.0,338.0
36081063700,24.0,210.0,157.0
36081063800,1108.0,877.0,930.0
36081064102,13220.0,7040.0,7514.0
36081064600,764.0,497.0,397.0
36081065400,5220.0,6601.0,3866.0
36081065900,2294.0,1346.0,648.0
36081066300,3222.0,6485.0,6834.0
36081066400,4147.0,2690.0,2980.0
36081068000,653.0,411.0,180.0
36081068300,14526.0,20647.0,11385.0
36081069300,802.0,681.0,476.0
36081070300,85.0,63.0,0.0
36081070900,474.0,354.0,292.0
36081071100,3261.0,698.0,475.0
36081071305,551.0,569.0,477.0
36081071600,16152.0,6933.0,3809.0
36081071701,334.0,268.0,242.0
36081071900,1287.0,879.0,661.0
36081072100,4132.0,2986.0,1490.0
36081074300,365.0,401.0,306.0
36081074500,1774.0,1179.0,862.0
36081074700,559.0,437.0,369.0
36081075702,1064.0,769.0,433.0
36081076901,282.0,149.0,133.0
36081077300,133.0,51.0,37.0
36081077500,47.0,13.0,17.0
36081077902,458.0,403.0,393.0
36081077903,402.0,329.0,372.0
36081077904,239.0,104.0,59.0
36081077906,565.0,574.0,286.0
36081079200,451.0,377.0,173.0
36081079702,4444.0,3567.0,2581.0
36081080302,360.0,370.0,165.0
36081080900,728.0,442.0,150.0
36081081800,4264.0,1814.0,1840.0
36081084601,528.0,267.0,126.0
36081084602,1484.0,1044.0,684.0
36081084900,118.0,109.0,0.0
36081085300,6.0,2.0,2.0
36081085500,1568.0,1038.0,767.0
36081086400,375.0,278.0,170.0
36081086900,1606.0,669.0,612.0
36081087100,281.0,196.0,190.0
36081088400,1880.0,1398.0,2029.0
36081088901,1794.0,1300.0,1151.0
36081089200,2216.0,1752.0,1039.0
36081090700,840.0,945.0,844.0
36081092200,583.0,484.0,567.0
36081092500,557.0,493.0,339.0
36081092800,4642.0,7003.0,2370.0
36081092900,2465.0,4489.0,4908.0
36081093401,655.0,419.0,377.0
36081093800,2139.0,1446.0,710.0
36081093900,397.0,546.0,421.0
36081094201,437.0,144.0,24.0
36081094202,8225.0,5645.0,3819.0
36081094203,2684.0,1836.0,3446.0
36081094500,1964.0,1555.0,1427.0
36081094700,324.0,359.0,348.0
36081095400,321.0,201.0,224.0
36081096400,2403.0,1490.0,1357.0
36081097203,416.0,235.0,158.0
36081097204,2017.0,1076.0,836.0
36081097300,677.0,958.0,1086.0
36081098100,409.0,309.0,391.0
36081098700,413.0,317.0,384.0
36081099701,1333.0,1251.0,1137.0
36081099704,1401.0,3685.0,1456.0
36081099705,1435.0,1197.0,1159.0
36081099802,795.0,719.0,806.0
36081100801,876.0,526.0,505.0
36081100802,1222.0,777.0,661.0
36081101001,3577.0,2005.0,2135.0
36081101002,271.0,298.0,211.0
36081101700,728.0,484.0,438.0
36081103201,843.0,524.0,318.0
36081103202,85.0,89.0,25.0
36081103300,2.0,1.0,1.0
36081103900,2601.0,1707.0,1080.0
36081104700,1343.0,1360.0,684.0
36081107201,805.0,579.0,692.0
36081107202,496.0,353.0,288.0
36081108500,360.0,256.0,262.0
36081109300,1156.0,935.0,1329.0
36081109700,2136.0,1924.0,420.0
36081109900,674.0,525.0,439.0
36081115900,4.0,6.0,1.0
36081116100,462.0,236.0,155.0
36081116300,215.0,216.0,197.0
36081116700,270.0,94.0,73.0
36081118500,1509.0,3611.0,2584.0
36081118900,0.0,0.0,1.0
36081119500,1427.0,1301.0,821.0
36081121100,1941.0,1949.0,1658.0
36081122701,1012.0,776.0,525.0
36081122702,1581.0,977.0,635.0
36081124700,90.0,59.0,182.0
36081126700,9117.0,1910.0,3186.0
36081128300,2390.0,2326.0,2879.0
36081129104,1356.0,1272.0,936.0
36081134100,528.0,2576.0,1408.0
36081134700,5353.0,3621.0,2644.0
36081136700,625.0,494.0,326.0
36081137700,717.0,571.0,446.0
36081138501,355.0,340.0,290.0
36081140901,594.0,389.0,381.0
36081143500,646.0,340.0,313.0
36081146300,903.0,683.0,572.0
36081146700,3612.0,1225.0,611.0
36081147900,142.0,123.0,145.0
36081148300,1486.0,1327.0,1185.0
36081150701,653.0,324.0,235.0
36081150702,736.0,455.0,281.0
36081152901,1364.0,1416.0,1490.0
36081152902,915.0,2214.0,527.0
36081155102,646.0,447.0,269.0
36081156700,2647.0,2126.0,1495.0
36081157101,329.0,1884.0,1746.0
36081161700,4.0,3.0,6.0
36081162100,800.0,509.0,619.0
36085000300,16928.0,7873.0,5069.0
36085000600,467.0,493.0,297.0
36085000700,559.0,394.0,470.0
36085000800,1474.0,1347.0,1102.0
36085000900,929.0,543.0,447.0
36085001100,462.0,331.0,511.0
36085002002,1456.0,1042.0,1101.0
36085002100,2480.0,1321.0,1335.0
36085002900,1238.0,889.0,367.0
36085003300,346.0,338.0,263.0
36085003600,379.0,244.0,145.0
36085003900,770.0,115.0,175.0
36085004000,8366.0,8121.0,6550.0
36085004700,1191.0,769.0,600.0
36085005000,259.0,271.0,282.0
36085006400,2196.0,8424.0,4876.0
36085006700,23.0,13.0,35.0
36085007000,6162.0,5322.0,4461.0
36085007400,1540.0,1576.0,1183.0
36085007500,3597.0,746.0,355.0
36085007700,1188.0,879.0,654.0
36085008100,1088.0,770.0,467.0
36085009602,886.0,590.0,504.0
36085009700,819.0,575.0,341.0
36085010500,357.0,433.0,370.0
36085011201,441.0,395.0,228.0
36085011202,2066.0,2091.0,2283.0
36085011401,1173.0,1006.0,1160.0
36085011402,135.0,147.0,132.0
36085012100,984.0,720.0,476.0
36085012200,0.0,0.0,1.0
36085012500,2093.0,1460.0,1076.0
36085012804,3610.0,2476.0,2498.0
36085012805,672.0,848.0,731.0
36085012806,3997.0,3128.0,2757.0
36085013201,773.0,872.0,384.0
36085013203,3919.0,3339.0,922.0
36085013204,451.0,362.0,300.0
36085013302,1416.0,1500.0,1083.0
36085013400,4698.0,13212.0,7253.0
36085013800,157.0,85.0,97.0
36085014604,622.0,655.0,463.0
36085014605,2704.0,1593.0,2560.0
36085014606,3201.0,3196.0,3391.0
36085014607,1147.0,876.0,860.0
36085014700,210.0,133.0,295.0
36085015400,7915.0,8683.0,8507.0
36085015601,882.0,664.0,467.0
36085015602,131.0,288.0,189.0
36085015603,1723.0,1788.0,2880.0
36085016901,373.0,305.0,383.0
36085017005,2567.0,1666.0,1837.0
36085017007,2070.0,2531.0,2865.0
36085017008,863.0,613.0,903.0
36085017009,258.0,109.0,112.0
36085017011,423.0,325.0,281.0
36085017012,366.0,231.0,286.0
36085017300,481.0,418.0,291.0
36085017600,7043.0,5936.0,6071.0
36085017700,2398.0,1466.0,1387.0
36085018100,3598.0,2893.0,1551.0
36085018702,801.0,545.0,643.0
36085018901,752.0,849.0,733.0
36085018902,555.0,452.0,445.0
36085019800,7226.0,5644.0,4432.0
36085020100,1216.0,1114.0,1339.0
36085020700,1004.0,985.0,289.0
36085020801,926.0,963.0,1280.0
36085020804,13602.0,27052.0,26627.0
36085021300,394.0,356.0,172.0
36085022300,406.0,241.0,218.0
36085022600,21194.0,17800.0,22467.0
36085022800,4648.0,3077.0,4457.0
36085023100,67.0,38.0,0.0
36085023900,918.0,764.0,607.0
36085024401,8436.0,5457.0,4549.0
36085024402,1936.0,2693.0,4160.0
36085024700,589.0,0.0,0.0
36085024800,1930.0,1880.0,2381.0
36085025100,1164.0,803.0,692.0
36085027301,1156.0,867.0,269.0
36085027302,7614.0,5382.0,6680.0
36085027702,7811.0,3890.0,5002.0
36085027705,75.0,63.0,99.0
36085027706,476.0,549.0,526.0
36085027900,966.0,702.0,1107.0
36085029102,5052.0,3996.0,4055.0
36085029103,7604.0,4956.0,4450.0
36085029104,3288.0,2396.0,2561.0
36085030301,436.0,278.0,441.0
36085030302,740.0,446.0,534.0
36085031901,1029.0,2116.0,1595.0
36085031902,401.0,484.0,261.0
36085032300,2191.0,1517.0,1501.0
36091062508,650.0,462.0,444.0
36103145702,246.0,134.0,135.0
36105950600,8.0,1.0,2.0
36117020800,49.0,22.0,27.0
